,playerName,seasonStartYear,salary,inflationAdjSalary,birthDate,startYear,position,height,weight
6098,Nazr Mohammed,2009,"$6,466,600","$8,145,602",1977-09-05,1999.0,C,6-10,221.0
6099,Vladimir Radmanovic,2009,"$6,466,600","$8,145,602",,,,,
6100,Jared Jeffries,2009,"$6,466,600","$8,145,602",1981-11-25,2003.0,F,6-11,230.0
6101,Mike James,2009,"$6,466,600","$8,145,602",1975-06-23,2002.0,G,6-2,188.0
6102,Anderson Varejao,2009,"$6,300,000","$7,935,745",,,,,
6103,Tony Battie,2009,"$6,292,000","$7,925,668",1976-02-11,1998.0,C-F,6-11,230.0
6104,Nick Collison,2009,"$6,250,000","$7,872,763",1980-10-26,2005.0,F,6-10,255.0
6105,Mike Bibby,2009,"$6,217,617","$7,831,972",1978-05-13,1999.0,G,6-1,190.0
6106,Morris Peterson,2009,"$6,212,960","$7,826,106",1977-08-26,2001.0,F,6-7,218.0
6107,Jason Kapono,2009,"$6,212,960","$7,826,106",1981-02-04,2004.0,F,6-8,213.0
6108,Jamaal Tinsley,2009,"$6,190,300","$7,797,562",1978-02-28,2002.0,G,6-3,195.0
6109,Jameer Nelson,2009,"$6,138,888","$7,732,802",1982-02-09,2005.0,G,6-0,190.0
6110,Jeff Foster,2009,"$6,077,500","$7,655,475",1977-01-16,2000.0,F-C,6-11,236.0
6111,DeSagana Diop,2009,"$6,031,800","$7,597,909",1982-01-30,2002.0,C,7-0,300.0
6112,James Posey,2009,"$6,031,800","$7,597,909",1977-01-13,2000.0,F-G,6-8,215.0
6113,Chris Duhon,2009,"$6,031,800","$7,597,909",1982-08-31,2005.0,G,6-1,185.0
6114,Beno Udrih,2009,"$6,031,800","$7,597,909",1982-07-05,2005.0,G,6-3,205.0
6115,Brendan Haywood,2009,"$6,000,000","$7,557,853",1979-11-27,2002.0,C,7-0,268.0
6116,Antonio Daniels,2009,"$5,863,580","$7,386,012",1975-03-19,1998.0,G,6-4,195.0
6117,Rasheed Wallace,2009,"$5,854,000","$7,373,945",1974-09-17,1996.0,F-C,6-10,225.0
6118,Trevor Ariza,2009,"$5,854,000","$7,373,945",1985-06-30,2005.0,F,6-8,215.0
6119,Metta World Peace,2009,"$5,854,000","$7,373,945",1979-11-13,2000.0,F,6-7,260.0
6120,Marcin Gortat,2009,"$5,854,000","$7,373,945",1984-02-17,2008.0,C-F,6-11,240.0
6121,LaMarcus Aldridge,2009,"$5,844,827","$7,362,390",1985-07-19,2007.0,F-C,6-11,250.0
6122,Francisco Garcia,2009,"$5,800,000","$7,305,924",,,,,
6123,JR Smith,2009,"$5,508,426","$6,938,645",,,,,
6124,Raymond Felton,2009,"$5,501,196","$6,929,538",1984-06-26,2006.0,G,6-1,205.0
6125,John Salmons,2009,"$5,456,000","$6,872,607",1979-12-12,2003.0,G,6-7,210.0
6126,Nenad Krstic,2009,"$5,400,000","$6,802,067",,,,,
6127,Greg Oden,2009,"$5,361,240","$6,753,244",1988-01-22,2009.0,C,7-0,250.0
6128,Mickael Pietrus,2009,"$5,300,000","$6,676,103",,,,,
6129,Adam Morrison,2009,"$5,257,229","$6,622,227",1984-07-19,2007.0,F,6-8,205.0
6130,Raja Bell,2009,"$5,250,000","$6,613,121",1976-09-19,2001.0,G,6-5,204.0
6131,Speedy Claxton,2009,"$5,209,454","$6,562,047",1978-05-08,2002.0,G,5-11,166.0
6132,Derrick Rose,2009,"$5,184,480","$6,530,589",1988-10-04,2009.0,G,6-2,200.0
6133,Kyle Korver,2009,"$5,155,115","$6,493,600",1981-03-17,2004.0,G-F,6-7,212.0
6134,Rafer Alston,2009,"$5,053,133","$6,365,139",1976-07-24,2000.0,G,6-2,171.0
6135,Derek Fisher,2009,"$5,048,000","$6,358,673",1974-08-09,1997.0,G,6-1,200.0
6136,Jason Maxiell,2009,"$5,000,000","$6,298,210",1983-02-18,2006.0,F,6-7,260.0
6137,Sasha Vujacic,2009,"$5,000,000","$6,298,210",,,,,
6138,Blake Griffin,2009,"$4,983,480","$6,277,401",1989-03-16,2011.0,F,6-9,250.0
6139,Louis Williams,2009,"$4,972,500","$6,263,570",,,,,
6140,Reggie Evans,2009,"$4,960,000","$6,247,825",1980-05-18,2003.0,F,6-8,245.0
6141,Steve Blake,2009,"$4,930,000","$6,210,035",1980-02-26,2004.0,G,6-3,172.0
6142,Luke Walton,2009,"$4,840,000","$6,096,668",1980-03-28,2004.0,F,6-8,235.0
6143,Kevin Durant,2009,"$4,796,880","$6,042,352",1988-09-29,2008.0,F-G,6-10,240.0
6144,Zaza Pachulia,2009,"$4,750,000","$5,983,300",1984-02-10,2004.0,C,6-11,270.0
6145,Tyrus Thomas,2009,"$4,743,598","$5,975,236",1986-08-17,2007.0,F,6-9,215.0
6146,Matt Carroll,2009,"$4,700,000","$5,920,318",1980-08-28,2004.0,G,6-6,212.0
6147,Michael Beasley,2009,"$4,638,600","$5,842,976",1989-01-09,2009.0,F,6-9,235.0
6148,Marcus Banks,2009,"$4,553,793","$5,736,149",1981-11-19,2004.0,G,6-2,200.0
6149,Darius Songaila,2009,"$4,526,000","$5,701,140",1978-02-14,2004.0,F,6-9,248.0
6150,Drew Gooden,2009,"$4,500,000","$5,668,389",1981-09-24,2003.0,F,6-10,250.0
6151,Jarrett Jack,2009,"$4,500,000","$5,668,389",1983-10-28,2006.0,G,6-3,200.0
6152,Hasheem Thabeet,2009,"$4,458,840","$5,616,542",1987-02-16,2010.0,C,7-3,263.0
6153,Trenton Hassell,2009,"$4,350,000","$5,479,443",1979-03-04,2002.0,G,6-5,200.0
6154,Martell Webster,2009,"$4,344,000","$5,471,885",1986-12-04,2006.0,G-F,6-7,230.0
6155,James Jones,2009,"$4,320,000","$5,441,654",1980-10-04,2004.0,F-G,6-8,218.0
6156,Al Horford,2009,"$4,307,640","$5,426,085",1986-06-03,2008.0,C-F,6-9,240.0
6157,Delonte West,2009,"$4,254,250","$5,358,832",1983-07-26,2005.0,G,6-4,180.0
6158,Kendrick Perkins,2009,"$4,250,000","$5,353,479",1984-11-10,2004.0,C,6-10,270.0
6159,OJ Mayo,2009,"$4,165,560","$5,247,115",,,,,
6160,Ronny Turiaf,2009,"$4,140,000","$5,214,918",1983-01-13,2006.0,F,6-10,249.0
6161,Kwame Brown,2009,"$4,100,000","$5,164,532",1982-03-10,2002.0,F,6-11,270.0
6162,Daniel Gibson,2009,"$4,088,500","$5,150,047",1986-02-27,2007.0,G,6-2,190.0
6163,James Harden,2009,"$4,054,160","$5,106,790",1989-08-26,2010.0,G,6-5,220.0
6164,Nate Robinson,2009,"$4,000,000","$5,038,568",1984-05-31,2006.0,G,5-9,180.0
6165,Travis Outlaw,2009,"$4,000,000","$5,038,568",1984-09-18,2004.0,F,6-9,210.0
6166,Brandon Bass,2009,"$4,000,000","$5,038,568",1985-04-30,2006.0,F,6-8,250.0
6167,Rasual Butler,2009,"$3,945,000","$4,969,288",1979-05-23,2003.0,F-G,6-7,215.0
6168,Brandon Roy,2009,"$3,910,816","$4,926,228",1984-07-23,2007.0,G,6-6,215.0
6169,Fabricio Oberto,2009,"$3,900,000","$4,912,603",1975-03-21,2006.0,C-F,6-10,245.0
6170,DeShawn Stevenson,2009,"$3,886,928","$4,896,138",1981-04-03,2001.0,G,6-5,210.0
6171,Mike Conley,2009,"$3,883,800","$4,892,198",1987-10-11,2008.0,G,6-1,175.0
6172,Ryan Gomes,2009,"$3,867,500","$4,871,666",1982-09-01,2006.0,F,6-7,250.0
6173,Kurt Thomas,2009,"$3,800,000","$4,786,640",1972-10-04,1996.0,F,6-9,230.0
6174,Roger Mason,2009,"$3,780,000","$4,761,447",1980-09-10,2003.0,G,6-5,200.0
6175,Russell Westbrook,2009,"$3,755,640","$4,730,762",1988-11-12,2009.0,G,6-3,200.0
6176,CJ Miles,2009,"$3,700,000","$4,660,676",,,,,
6177,Steven Hunter,2009,"$3,696,000","$4,655,637",1981-10-31,2002.0,C,7-0,220.0
6178,Willie Green,2009,"$3,682,000","$4,638,002",1981-07-28,2004.0,G,6-4,200.0
6179,Ramon Sessions,2009,"$3,670,667","$4,623,726",1986-04-11,2008.0,G,6-3,190.0
6180,Amir Johnson,2009,"$3,666,666","$4,618,687",1987-05-01,2006.0,F-C,6-9,240.0
6181,Chris Andersen,2009,"$3,650,000","$4,597,693",1978-07-07,2002.0,C-F,6-10,245.0
6182,Tyreke Evans,2009,"$3,610,080","$4,547,409",1989-09-19,2010.0,G-F,6-6,220.0
6183,Charlie Bell,2009,"$3,596,000","$4,529,673",1979-03-12,2002.0,G,6-3,200.0
6184,Randy Foye,2009,"$3,575,761","$4,504,179",1983-09-24,2007.0,G,6-4,213.0
6185,Keyon Dooling,2009,"$3,564,000","$4,489,364",1980-05-08,2001.0,G,6-3,196.0
6186,Jeff Green,2009,"$3,516,960","$4,430,111",1986-08-28,2008.0,F,6-8,235.0
6187,Brian Cook,2009,"$3,500,000","$4,408,747",1980-12-04,2004.0,F,6-9,234.0
6188,Carlos Delfino,2009,"$3,500,000","$4,408,747",1982-08-29,2005.0,G,6-6,230.0
6189,Brian Scalabrine,2009,"$3,413,793","$4,300,157",1978-03-18,2002.0,F,6-9,241.0
6190,Kevin Love,2009,"$3,401,040","$4,284,093",1988-09-07,2009.0,F,6-8,251.0
6191,Luis Scola,2009,"$3,375,600","$4,252,048",1980-04-30,2008.0,F,6-9,240.0
6192,Damien Wilkins,2009,"$3,300,000","$4,156,819",1980-01-11,2005.0,F-G,6-6,225.0
6193,Rudy Gay,2009,"$3,280,997","$4,132,882",1986-08-17,2007.0,F,6-8,250.0
6194,Matt Bonner,2009,"$3,240,380","$4,081,719",1980-04-05,2005.0,F,6-10,235.0
6195,Marc Gasol,2009,"$3,240,000","$4,081,240",1985-01-29,2009.0,C,6-11,255.0
6196,Kris Humphries,2009,"$3,200,000","$4,030,854",1985-02-06,2005.0,F-C,6-9,235.0
6197,Yi Jianlian,2009,"$3,194,400","$4,023,800",1987-10-27,2008.0,F,7-0,240.0
6198,Kelenna Azubuike,2009,"$3,132,000","$3,945,199",1983-12-16,2007.0,G,6-5,220.0
6199,Eduardo Najera,2009,"$3,100,000","$3,904,890",,,,,
6200,Danilo Gallinari,2009,"$3,089,040","$3,891,085",1988-08-08,2009.0,F,6-10,233.0
6201,Glen Davis,2009,"$3,000,000","$3,778,926",1986-01-01,2008.0,F-C,6-9,289.0
6202,Hakim Warrick,2009,"$3,000,000","$3,778,926",1982-07-08,2006.0,F,6-9,219.0
6203,Chris Wilcox,2009,"$3,000,000","$3,778,926",1982-09-03,2003.0,F,6-10,221.0
6204,Grant Hill,2009,"$3,000,000","$3,778,926",1972-10-05,1995.0,F-G,6-8,225.0
6205,Carl Landry,2009,"$3,000,000","$3,778,926",1983-09-19,2008.0,F,6-9,248.0
6206,Andray Blatche,2009,"$3,000,000","$3,778,926",1986-08-22,2006.0,F,6-11,235.0
6207,Jonny Flynn,2009,"$2,969,280","$3,740,230",1989-02-06,2010.0,G,6-0,185.0
6208,Corey Brewer,2009,"$2,916,120","$3,673,267",1986-03-05,2008.0,F-G,6-9,186.0
6209,Eddie House,2009,"$2,862,000","$3,605,095",1978-05-14,2001.0,G,6-1,180.0
6210,Mark Madsen,2009,"$2,840,000","$3,577,383",1976-01-28,2001.0,F,6-9,240.0
6211,JJ Redick,2009,"$2,839,408","$3,576,638",,,,,
6212,Eric Gordon,2009,"$2,819,880","$3,552,039",1988-12-25,2009.0,G-F,6-3,215.0
6213,Hilton Armstrong,2009,"$2,801,198","$3,528,507",1984-11-11,2007.0,F-C,6-11,235.0
6214,Thabo Sefolosha,2009,"$2,759,628","$3,476,143",1984-05-02,2007.0,G-F,6-6,215.0
6215,Jamario Moon,2009,"$2,750,000","$3,464,015",1980-06-13,2008.0,F,6-8,205.0
6216,Dorell Wright,2009,"$2,750,000","$3,464,015",1985-12-02,2005.0,F-G,6-9,205.0
6217,Aleksandar Pavlovic,2009,"$2,750,000","$3,464,015",,,,,
6218,Ronnie Brewer,2009,"$2,717,161","$3,422,650",1985-03-20,2007.0,G-F,6-7,220.0
6219,Stephen Curry,2009,"$2,710,560","$3,414,335",1988-03-14,2010.0,G,6-2,185.0
6220,Brandan Wright,2009,"$2,671,440","$3,365,058",1987-10-05,2008.0,F-C,6-10,210.0
6221,Jerry Stackhouse,2009,"$2,668,598","$3,361,478",1974-11-05,1996.0,G-F,6-6,218.0
6222,Anthony Parker,2009,"$2,644,230","$3,330,783",1975-06-19,1998.0,G,6-6,215.0
6223,Joe Alexander,2009,"$2,583,360","$3,254,109",1986-12-26,2009.0,F,6-8,230.0
6224,Mikki Moore,2009,"$2,537,952","$3,196,911",1975-11-04,1999.0,C-F,6-11,225.0
6225,Maurice Evans,2009,"$2,500,000","$3,149,105",1978-11-08,2002.0,G,6-5,220.0
6226,Tony Allen,2009,"$2,500,000","$3,149,105",1982-01-11,2005.0,G-F,6-4,213.0
6227,Sebastian Telfair,2009,"$2,500,000","$3,149,105",1985-06-09,2005.0,G,6-0,165.0
6228,Dahntay Jones,2009,"$2,500,000","$3,149,105",1980-12-27,2004.0,G-F,6-6,225.0
6229,Craig Smith,2009,"$2,500,000","$3,149,105",1983-11-10,2007.0,F,6-7,250.0
6230,Michael Finley,2009,"$2,500,000","$3,149,105",1973-03-06,1996.0,G-F,6-7,215.0
6231,Ricky Davis,2009,"$2,484,000","$3,128,951",1979-09-23,1999.0,G,6-6,195.0
6232,Jordan Hill,2009,"$2,483,280","$3,128,044",1987-07-27,2010.0,C-F,6-10,235.0
6233,Joakim Noah,2009,"$2,455,680","$3,093,278",1985-02-25,2008.0,C,6-11,230.0
6234,Shawne Williams,2009,"$2,416,067","$3,043,379",1986-02-16,2007.0,F,6-9,225.0
6235,DJ Augustin,2009,"$2,385,480","$3,004,851",,,,,
6236,Spencer Hawes,2009,"$2,332,800","$2,938,493",1988-04-28,2008.0,C-F,7-1,245.0
6237,David Andersen,2009,"$2,300,000","$2,897,177",1980-06-23,2010.0,C,6-11,245.0
6238,DeMar DeRozan,2009,"$2,282,640","$2,875,309",1989-08-07,2010.0,G-F,6-6,220.0
6239,Brook Lopez,2009,"$2,225,880","$2,803,812",1988-04-01,2009.0,C,7-0,282.0
6240,Acie Law,2009,"$2,216,160","$2,791,568",1985-01-25,2008.0,G,6-3,195.0
6241,Ryan Hollins,2009,"$2,183,333","$2,750,218",1984-10-10,2007.0,C,7-0,240.0
6242,Brandon Jennings,2009,"$2,168,520","$2,731,559",1989-09-23,2010.0,G,6-1,170.0
6243,Anthony Johnson,2009,"$2,160,000","$2,720,827",1974-10-02,1998.0,G,6-3,190.0
6244,Jerryd Bayless,2009,"$2,143,080","$2,699,513",1988-08-20,2009.0,G,6-3,200.0
6245,Renaldo Balkman,2009,"$2,112,417","$2,660,889",1984-07-14,2007.0,F,6-8,208.0
6246,Chuck Hayes,2009,"$2,111,750","$2,660,049",1983-06-11,2006.0,F-C,6-6,240.0
6247,Antoine Wright,2009,"$2,110,550","$2,658,537",1984-02-06,2006.0,G-F,6-7,210.0
6248,Thaddeus Young,2009,"$2,105,400","$2,652,050",1988-06-21,2008.0,F,6-8,235.0
6249,Ersan Ilyasova,2009,"$2,100,000","$2,645,248",,,,,
6250,Rajon Rondo,2009,"$2,094,922","$2,638,852",1986-02-22,2007.0,G,6-1,180.0
6251,Chucky Atkins,2009,"$2,066,455","$2,602,993",1974-08-14,2000.0,G,5-11,160.0
6252,Jarvis Hayes,2009,"$2,062,800","$2,598,389",1981-08-09,2004.0,F,6-7,220.0
6253,Brent Barry,2009,"$2,062,800","$2,598,389",1971-12-31,1996.0,G,6-6,185.0
6254,Terrence Williams,2009,"$2,060,040","$2,594,913",1987-06-28,2010.0,F,6-6,220.0
6255,Josh Boone,2009,"$2,056,968","$2,591,043",1984-11-21,2007.0,F-C,6-10,237.0
6256,Jason Thompson,2009,"$2,035,920","$2,564,530",1986-07-21,2009.0,F-C,6-11,250.0
6257,Kyle Lowry,2009,"$2,034,997","$2,563,368",1986-03-25,2007.0,G,6-0,196.0
6258,Julian Wright,2009,"$2,000,040","$2,519,334",1987-05-20,2008.0,F,6-8,225.0
6259,Jannero Pargo,2009,"$2,000,000","$2,519,284",1979-10-22,2003.0,G,6-1,175.0
6260,Shannon Brown,2009,"$2,000,000","$2,519,284",1985-11-29,2007.0,G,6-4,205.0
6261,Bruce Bowen,2009,"$2,000,000","$2,519,284",1971-06-14,1997.0,F,6-7,185.0
6262,Channing Frye,2009,"$2,000,000","$2,519,284",1983-05-17,2006.0,C-F,7-0,255.0
6263,Marquis Daniels,2009,"$1,990,000","$2,506,687",1981-01-07,2004.0,G-F,6-6,200.0
6264,Ronald Murray,2009,"$1,990,000","$2,506,687",1979-07-29,2003.0,G,6-4,190.0
6265,Radoslav Nesterovic,2009,"$1,990,000","$2,506,687",,,,,
6266,Gerald Henderson,2009,"$1,957,080","$2,465,220",1956-01-16,1980.0,G,6-2,175.0
6267,Jordan Farmar,2009,"$1,947,240","$2,452,825",1986-11-30,2007.0,G,6-2,180.0
6268,Brandon Rush,2009,"$1,934,160","$2,436,349",1985-07-07,2009.0,G-F,6-6,220.0
6269,Al Thornton,2009,"$1,900,200","$2,393,572",1983-12-07,2008.0,F,6-8,220.0
6270,Sergio Rodriguez,2009,"$1,892,035","$2,383,287",,,,,
6271,Mardy Collins,2009,"$1,867,742","$2,352,686",1984-08-04,2007.0,G,6-6,220.0
6272,Tyler Hansbrough,2009,"$1,859,160","$2,341,876",1985-11-03,2010.0,F,6-9,250.0
6273,Anthony Randolph,2009,"$1,837,560","$2,314,668",1989-07-15,2009.0,F,6-10,205.0
6274,Goran Dragic,2009,"$1,836,000","$2,312,703",,,,,
6275,Rodney Stuckey,2009,"$1,805,040","$2,273,704",1986-04-21,2008.0,G,6-5,210.0
6276,Earl Clark,2009,"$1,766,280","$2,224,880",1988-01-17,2010.0,F,6-10,225.0
6277,Robin Lopez,2009,"$1,745,520","$2,198,730",1988-04-01,2009.0,C,7-0,281.0
6278,Travis Diener,2009,"$1,740,000","$2,191,777",1982-03-01,2006.0,G,6-1,175.0
6279,Nick Young,2009,"$1,714,800","$2,160,034",1985-06-01,2008.0,G-F,6-7,210.0
6280,Francisco Elson,2009,"$1,700,000","$2,141,391",1976-02-28,2004.0,C,7-0,235.0
6281,Austin Daye,2009,"$1,677,840","$2,113,478",1988-06-05,2010.0,F,6-11,220.0
6282,Marreese Speights,2009,"$1,658,280","$2,088,839",1987-08-04,2009.0,C-F,6-10,255.0
6283,Jose Juan Barea,2009,"$1,657,500","$2,087,856",,,,,
6284,Sean Williams,2009,"$1,629,120","$2,052,108",1986-09-13,2008.0,C-F,6-10,235.0
6285,Hamed Haddadi,2009,"$1,627,779","$2,050,419",1985-05-19,2009.0,C,7-2,254.0
6286,Solomon Jones,2009,"$1,620,000","$2,040,620",1984-07-16,2007.0,F,6-10,230.0
6287,Patrick O'Bryant,2009,"$1,620,000","$2,040,620",1986-06-20,2007.0,C,7-0,260.0
6288,Devean George,2009,"$1,600,000","$2,015,427",1977-08-29,2000.0,G-F,6-8,220.0
6289,Matt Barnes,2009,"$1,600,000","$2,015,427",1980-03-09,2004.0,F,6-7,226.0
6290,James Johnson,2009,"$1,594,080","$2,007,970",1987-02-20,2010.0,F,6-7,240.0
6291,Roy Hibbert,2009,"$1,575,360","$1,984,389",1986-12-11,2009.0,C,7-2,270.0
6292,Oleksiy Pecherov,2009,"$1,547,640","$1,949,472",1985-12-08,2008.0,C,7-0,232.0
6293,Marco Belinelli,2009,"$1,547,640","$1,949,472",1986-03-25,2008.0,G-F,6-5,220.0
6294,Jrue Holiday,2009,"$1,514,280","$1,907,450",1990-06-12,2010.0,G,6-3,205.0
6295,JaVale McGee,2009,"$1,496,640","$1,885,230",1988-01-19,2009.0,C,7-0,270.0
6296,Javaris Crittenton,2009,"$1,477,920","$1,861,650",1987-12-31,2008.0,G,6-5,200.0
6297,Ty Lawson,2009,"$1,438,690","$1,812,234",1987-11-03,2010.0,G,5-11,195.0
6298,JJ Hickson,2009,"$1,429,200","$1,800,280",,,,,
6299,Jason Smith,2009,"$1,418,880","$1,787,281",1986-03-02,2008.0,F-C,7-0,240.0
6300,Jeff Teague,2009,"$1,373,880","$1,730,597",1988-06-10,2010.0,G,6-3,195.0
6301,Alexis Ajinca,2009,"$1,372,080","$1,728,329",,,,,
6302,Daequan Cook,2009,"$1,362,120","$1,715,783",1987-04-28,2008.0,G,6-5,205.0
6303,Eric Maynor,2009,"$1,318,920","$1,661,367",1987-06-11,2010.0,G,6-3,175.0
6304,Ryan Anderson,2009,"$1,317,120","$1,659,099",1988-05-06,2009.0,F,6-9,240.0
6305,Jared Dudley,2009,"$1,307,640","$1,647,158",1985-07-10,2008.0,F-G,6-6,237.0
6306,Joe Smith,2009,"$1,306,455","$1,645,665",1975-07-26,1996.0,F,6-10,225.0
6307,Theo Ratliff,2009,"$1,306,455","$1,645,665",1973-04-17,1996.0,C-F,6-10,225.0
6308,Lindsey Hunter,2009,"$1,306,455","$1,645,665",1970-12-03,1994.0,G,6-2,170.0
6309,Anthony Carter,2009,"$1,306,455","$1,645,665",1975-06-16,2000.0,G,6-1,190.0
6310,Brian Skinner,2009,"$1,306,455","$1,645,665",1976-05-19,1999.0,F,6-9,255.0
6311,Kevin Ollie,2009,"$1,306,455","$1,645,665",1972-12-27,1998.0,G,6-4,195.0
6312,Adonal Foyle,2009,"$1,306,455","$1,645,665",1975-03-09,1998.0,C,6-10,250.0
6313,Jason Williams,2009,"$1,306,455","$1,645,665",1975-11-18,1999.0,G,6-1,190.0
6314,Juwan Howard,2009,"$1,306,455","$1,645,665",1973-02-07,1995.0,F,6-9,240.0
6315,Ben Wallace,2009,"$1,306,445","$1,645,653",1974-09-10,1997.0,F-C,6-9,240.0
6316,Malik Allen,2009,"$1,300,000","$1,637,534",1978-06-27,2002.0,F-C,6-10,255.0
6317,Darren Collison,2009,"$1,266,120","$1,594,858",1987-08-23,2010.0,G,6-0,175.0
6318,Courtney Lee,2009,"$1,264,440","$1,592,741",1985-10-03,2009.0,G,6-5,215.0
6319,Wilson Chandler,2009,"$1,255,440","$1,581,405",1987-05-10,2008.0,F,6-8,235.0
6320,Ronnie Price,2009,"$1,250,000","$1,574,552",1983-06-21,2006.0,G,6-2,190.0
6321,Jamaal Magloire,2009,"$1,229,225","$1,548,383",1978-05-21,2001.0,C,6-11,259.0
6322,Kosta Koufos,2009,"$1,214,040","$1,529,255",1989-02-24,2009.0,C,7-0,245.0
6323,Allen Iverson,2009,"$1,191,180","$1,500,459",1975-06-07,1997.0,G,6-0,165.0
6324,Earl Boykins,2009,"$1,191,180","$1,500,460",1976-06-02,1999.0,G,5-5,135.0
6325,Sean Marks,2009,"$1,187,686","$1,496,059",1975-08-23,1999.0,F-C,6-10,250.0
6326,Jason Collins,2009,"$1,181,803","$1,488,648",1978-12-02,2002.0,C,7-0,255.0
6327,Jarron Collins,2009,"$1,181,803","$1,488,648",1978-12-02,2002.0,F-C,6-11,255.0
6328,Omri Casspi,2009,"$1,167,000","$1,470,002",1988-06-22,2010.0,F,6-9,225.0
6329,Rudy Fernandez,2009,"$1,165,320","$1,467,886",,,,,
6330,Serge Ibaka,2009,"$1,120,200","$1,411,051",1989-09-18,2010.0,F-C,6-10,235.0
6331,BJ Mullens,2009,"$1,120,200","$1,411,051",,,,,
6332,Nicolas Batum,2009,"$1,118,760","$1,409,237",1988-12-14,2009.0,F-G,6-8,230.0
6333,Aaron Brooks,2009,"$1,118,520","$1,408,934",1985-01-14,2008.0,G,6-0,161.0
6334,Carlos Arroyo,2009,"$1,107,572","$1,395,144",1979-07-30,2002.0,G,6-2,202.0
6335,Primoz Brezec,2009,"$1,107,572","$1,395,144",,,,,
6336,Devin Brown,2009,"$1,100,000","$1,385,606",1978-12-30,2003.0,G,6-5,220.0
6337,Arron Afflalo,2009,"$1,086,240","$1,368,273",1985-10-15,2008.0,G-F,6-5,210.0
6338,George Hill,2009,"$1,081,680","$1,362,529",1986-05-04,2009.0,G,6-4,188.0
6339,Ian Mahinmi,2009,"$1,079,640","$1,359,960",1986-11-05,2008.0,C,6-11,262.0
6340,Rodrigue Beaubois,2009,"$1,075,440","$1,354,669",1988-02-24,2010.0,G,6-0,170.0
6341,Alando Tucker,2009,"$1,071,720","$1,349,983",1984-02-11,2008.0,F,6-6,205.0
6342,Chris Quinn,2009,"$1,055,000","$1,328,922",1983-09-27,2007.0,G,6-2,185.0
6343,Darrell Arthur,2009,"$1,050,480","$1,323,228",1988-03-25,2009.0,F,6-9,235.0
6344,Royal Ivey,2009,"$1,050,000","$1,322,624",1981-12-20,2005.0,G,6-3,200.0
6345,Donte Greene,2009,"$1,044,000","$1,315,066",,,,,
6346,Taj Gibson,2009,"$1,039,800","$1,309,775",1985-06-24,2010.0,F,6-9,232.0
6347,DJ White,2009,"$1,036,440","$1,305,543",,,,,
6348,Keith Bogans,2009,"$1,033,342","$1,301,641",1980-05-12,2004.0,G-F,6-5,215.0
6349,Quinton Ross,2009,"$1,033,342","$1,301,641",1981-04-30,2005.0,G,6-6,195.0
6350,James Singleton,2009,"$1,030,189","$1,297,669",1981-07-20,2006.0,F,6-8,216.0
6351,JR Giddens,2009,"$1,028,880","$1,296,020",,,,,
6352,DeMarre Carroll,2009,"$1,009,680","$1,271,835",1986-07-27,2010.0,F,6-6,215.0
6353,Wayne Ellington,2009,"$1,003,560","$1,264,126",1987-11-29,2010.0,G,6-4,207.0
6354,CJ Watson,2009,"$1,000,497","$1,260,268",,,,,
6355,Aaron Gray,2009,"$1,000,497","$1,260,268",1984-12-07,2008.0,C,7-0,270.0
6356,Greg Buckner,2009,"$1,000,000","$1,259,642",1976-09-16,2000.0,G,6-4,210.0
6357,Toney Douglas,2009,"$996,240","$1,254,905",1986-03-16,2010.0,G,6-2,195.0
6358,Josh Powell,2009,"$959,111","$1,208,136",1983-01-25,2006.0,F,6-9,225.0
6359,Didier Ilunga-Mbenga,2009,"$959,111","$1,208,136",,,,,
6360,Yakhouba Diawara,2009,"$945,000","$1,190,361",1982-08-29,2007.0,G-F,6-7,225.0
6361,Stephen Graham,2009,"$884,881","$1,114,633",1982-06-11,2006.0,G,6-6,215.0
6362,Joey Graham,2009,"$884,881","$1,114,633",1982-06-11,2006.0,F,6-7,225.0
6363,Johan Petro,2009,"$884,881","$1,114,633",1986-01-27,2006.0,C,7-0,247.0
6364,Luther Head,2009,"$884,881","$1,114,633",1982-11-26,2006.0,G,6-3,185.0
6365,Ike Diogu,2009,"$884,881","$1,114,633",1983-09-11,2006.0,F,6-8,250.0
6366,Sean May,2009,"$884,881","$1,114,633",1984-04-04,2006.0,F,6-9,266.0
6367,Joey Dorsey,2009,"$881,000","$1,109,744",1983-12-16,2009.0,F,6-8,268.0
6368,Kyle Weaver,2009,"$870,968","$1,097,108",1986-02-18,2009.0,G,6-6,201.0
6369,Kyrylo Fesenko,2009,"$870,000","$1,095,888",1986-12-24,2008.0,C,7-1,288.0
6370,Randolph Morris,2009,"$855,189","$1,077,232",1986-01-02,2007.0,C,6-10,266.0
6371,Leon Powe,2009,"$855,189","$1,077,232",1984-01-22,2007.0,F,6-8,240.0
6372,Steve Novak,2009,"$855,189","$1,077,232",1983-06-13,2007.0,F,6-10,225.0
6373,Marcus Williams,2009,"$855,189","$1,077,232",1985-12-03,2007.0,G,6-3,205.0
6374,Rodney Carney,2009,"$855,189","$1,077,232",1984-04-15,2007.0,F,6-7,205.0
6375,Louis Amundson,2009,"$855,189","$1,077,232",,,,,
6376,DeJuan Blair,2009,"$850,000","$1,070,695",1989-04-22,2010.0,F-C,6-7,270.0
6377,Ime Udoka,2009,"$838,034","$1,055,622",1977-08-09,2004.0,F,6-6,215.0
