,playerName,seasonStartYear,salary,inflationAdjSalary,birthDate,startYear,position,height,weight,MP,PTS,Age,team,games,games_started,PER,FTr,AST,STL,TRB,FT,3P,FG,position_enc,team_enc,height_enc
4006,Eddie Gill,2004,"$720,046","$1,031,278",1978-08-16,2001.0,G,6-0,190.0,157.0,50.0,25.0,POR,22.0,0.0,13.2,0.556,16.0,9.0,17.0,17.0,3.0,15.0,5,29,6
4007,Tierre Brown,2004,"$720,046","$1,031,278",1979-06-03,2002.0,G,6-2,189.0,17.0,6.0,24.0,NOH,3.0,0.0,-9.2,1.0,2.0,0.0,1.0,2.0,0.0,2.0,5,21,10
4008,Jamison Brewer,2004,"$720,046","$1,031,278",1980-11-19,2002.0,G,6-4,184.0,160.0,32.0,23.0,IND,13.0,1.0,6.6,0.171,17.0,7.0,11.0,1.0,5.0,13.0,5,13,12
4009,Michael Bradley,2004,"$720,046","$1,031,278",1979-04-18,2002.0,F-C,6-10,245.0,98.0,15.0,24.0,TOT,16.0,1.0,4.1,0.133,1.0,3.0,23.0,1.0,0.0,7.0,3,34,8
4010,Aleksandar Radojevic,2004,"$720,046","$1,031,278",,,,,,,,,,,,,,,,,,,,-1,-1,-1
4011,Jamal Sampson,2004,"$695,046","$995,472",1983-05-15,2003.0,F-C,6-11,235.0,130.0,29.0,20.0,LAL,10.0,2.0,15.0,0.522,7.0,2.0,52.0,7.0,0.0,11.0,3,15,9
4012,Tamar Slay,2004,"$695,046","$995,472",1980-04-02,2003.0,G,6-8,215.0,165.0,53.0,23.0,NJN,22.0,0.0,7.8,0.233,14.0,7.0,25.0,7.0,4.0,21.0,5,20,16
4013,Jannero Pargo,2004,"$695,046","$995,472",1979-10-22,2003.0,G,6-1,175.0,479.0,207.0,24.0,TOT,31.0,1.0,11.5,0.136,70.0,13.0,37.0,23.0,22.0,81.0,5,34,7
4014,Smush Parker,2004,"$695,046","$995,472",1981-06-01,2003.0,G,6-4,190.0,,,,,,,,,,,,,,,5,-1,12
4015,Dan Gadzuric,2004,"$695,046","$995,472",1978-02-02,2003.0,C,6-11,240.0,1260.0,424.0,25.0,MIL,75.0,0.0,17.0,0.338,28.0,51.0,346.0,58.0,0.0,183.0,0,18,9
4016,Eddie Griffin,2004,"$695,046","$995,472",1982-05-30,2002.0,F-C,6-10,220.0,,,,,,,,,,,,,,,3,-1,8
4017,Junior Harrington,2004,"$695,046","$995,472",1980-10-02,2003.0,G,6-4,180.0,,,,,,,,,,,,,,,5,-1,12
4018,Ronald Murray,2004,"$695,046","$995,472",1979-07-29,2003.0,G,6-4,190.0,2021.0,1013.0,24.0,SEA,82.0,18.0,15.4,0.257,205.0,81.0,204.0,168.0,67.0,389.0,5,32,12
4019,Richie Frahm,2004,"$695,046","$995,472",1977-08-14,2004.0,G,6-5,210.0,469.0,183.0,26.0,SEA,54.0,0.0,15.7,0.187,24.0,16.0,56.0,23.0,34.0,63.0,5,32,13
4020,Matt Barnes,2004,"$695,046","$995,472",1980-03-09,2004.0,F,6-7,226.0,724.0,171.0,23.0,LAC,38.0,9.0,10.6,0.442,48.0,27.0,151.0,43.0,2.0,63.0,2,14,15
4021,Maurice Evans,2004,"$695,046","$995,472",1978-11-08,2002.0,G,6-5,220.0,,,,,,,,,,,,,,,5,-1,13
4022,Devin Brown,2004,"$695,046","$995,472",1978-12-30,2003.0,G,6-5,220.0,627.0,234.0,25.0,SAS,58.0,0.0,13.1,0.378,33.0,15.0,130.0,60.0,4.0,85.0,5,31,13
4023,Jason Kapono,2004,"$620,046","$888,054",1981-02-04,2004.0,F,6-8,213.0,427.0,145.0,22.0,CLE,41.0,3.0,10.2,0.186,14.0,13.0,55.0,20.0,21.0,52.0,2,7,16
4024,Keith Bogans,2004,"$620,046","$888,054",1980-05-12,2004.0,G-F,6-5,215.0,1787.0,498.0,23.0,ORL,73.0,36.0,11.0,0.227,98.0,46.0,317.0,65.0,67.0,183.0,6,26,13
4025,Theron Smith,2004,"$620,046","$888,054",1980-10-03,2004.0,F,6-8,225.0,178.0,44.0,23.0,MEM,20.0,0.0,8.4,0.186,7.0,5.0,41.0,6.0,6.0,16.0,2,16,16
4026,Tommy Smith,2004,"$620,046","$888,054",,,,,,,,,,,,,,,,,,,,-1,-1,-1
4027,Francisco Elson,2004,"$620,046","$888,054",1976-02-28,2004.0,C,7-0,235.0,875.0,218.0,27.0,DEN,62.0,14.0,11.2,0.226,32.0,35.0,203.0,30.0,0.0,94.0,0,9,18
4028,Ronald Dupree,2004,"$620,046","$888,054",1981-01-26,2004.0,F,6-7,209.0,893.0,292.0,23.0,CHI,47.0,8.0,9.7,0.372,55.0,32.0,167.0,66.0,4.0,111.0,2,5,15
4029,James Jones,2004,"$620,046","$888,054",1980-10-04,2004.0,F-G,6-8,218.0,26.0,7.0,23.0,IND,6.0,0.0,4.9,0.222,0.0,1.0,2.0,2.0,1.0,2.0,4,13,16
4030,Quinton Ross,2004,"$620,046","$888,054",1981-04-30,2005.0,G,6-6,195.0,,,,,,,,,,,,,,,5,-1,14
4031,Luke Walton,2004,"$620,046","$888,054",1980-03-28,2004.0,F,6-8,235.0,730.0,174.0,23.0,LAL,72.0,2.0,12.7,0.288,113.0,28.0,127.0,31.0,13.0,65.0,2,15,16
4032,Jerome Beasley,2004,"$620,046","$888,054",1980-05-17,2004.0,F,6-10,237.0,5.0,2.0,23.0,MIA,2.0,0.0,5.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,17,8
4033,Udonis Haslem,2004,"$620,046","$888,054",1980-06-09,2004.0,F-C,6-8,235.0,1795.0,550.0,23.0,MIA,75.0,24.0,13.7,0.409,51.0,33.0,473.0,140.0,0.0,205.0,3,17,16
4034,Zaza Pachulia,2004,"$620,046","$888,054",1984-02-10,2004.0,C,6-11,270.0,664.0,194.0,19.0,ORL,59.0,2.0,10.8,0.514,13.0,21.0,174.0,58.0,0.0,68.0,0,26,9
4035,Alex Garcia,2004,"$620,046","$888,054",1980-03-04,2004.0,G,6-3,220.0,13.0,3.0,23.0,SAS,2.0,0.0,-4.7,0.286,0.0,2.0,0.0,1.0,0.0,1.0,5,31,11
4036,Brandon Hunter,2004,"$620,046","$888,054",1980-11-24,2004.0,F,6-7,260.0,406.0,125.0,23.0,BOS,36.0,12.0,12.6,0.371,19.0,13.0,118.0,19.0,0.0,53.0,2,1,15
4037,Josh Davis,2004,"$620,046","$888,054",1980-08-10,2004.0,F,6-8,235.0,23.0,5.0,23.0,ATL,4.0,1.0,2.1,0.2,0.0,0.0,5.0,1.0,0.0,2.0,2,0,16
4038,Kyle Korver,2004,"$620,046","$888,054",1981-03-17,2004.0,G-F,6-7,212.0,882.0,330.0,22.0,PHI,74.0,0.0,10.1,0.073,40.0,25.0,111.0,19.0,81.0,115.0,6,27,15
4039,Willie Green,2004,"$620,046","$888,054",1981-07-28,2004.0,G,6-4,200.0,767.0,364.0,22.0,PHI,53.0,0.0,10.8,0.227,53.0,26.0,65.0,59.0,19.0,143.0,5,27,12
4040,Linton Johnson,2004,"$620,046","$888,054",1980-06-13,2004.0,F,6-8,205.0,734.0,173.0,23.0,CHI,41.0,20.0,9.6,0.182,27.0,37.0,183.0,22.0,7.0,72.0,2,5,16
4041,Steve Blake,2004,"$620,046","$888,054",1980-02-26,2004.0,G,6-3,172.0,1392.0,444.0,23.0,WAS,75.0,14.0,10.9,0.165,209.0,57.0,117.0,55.0,75.0,157.0,5,37,11
4042,Peter John Ramos,2004,"$600,000","$859,344",1985-05-13,2005.0,C,7-3,275.0,,,,,,,,,,,,,,,0,-1,21
4043,Lonny Baxter,2004,"$542,475","$776,954",1979-01-27,2003.0,F,6-8,260.0,766.0,251.0,25.0,TOT,62.0,5.0,12.6,0.364,20.0,17.0,187.0,44.0,1.0,103.0,2,34,16
4044,Efthimios Rentzias,2004,"$516,865","$740,274",1976-01-11,2003.0,C,6-11,250.0,,,,,,,,,,,,,,,0,-1,9
4045,Kaniel Dickens,2004,"$483,938","$693,115",1978-07-21,2004.0,F,6-8,215.0,12.0,7.0,25.0,POR,3.0,0.0,23.1,0.667,0.0,0.0,2.0,1.0,0.0,3.0,2,29,16
4046,Lionel Chalmers,2004,"$450,000","$644,508",1980-11-10,2005.0,G,6-0,180.0,,,,,,,,,,,,,,,5,-1,6
4047,Donta Smith,2004,"$425,000","$608,702",1983-11-27,2005.0,G-F,6-7,215.0,,,,,,,,,,,,,,,6,-1,15
4048,Royal Ivey,2004,"$425,000","$608,702",1981-12-20,2005.0,G,6-3,200.0,,,,,,,,,,,,,,,5,-1,11
4049,Justin Reed,2004,"$385,277","$551,809",1982-01-16,2005.0,F,6-8,240.0,,,,,,,,,,,,,,,2,-1,16
4050,Bernard Robinson,2004,"$385,277","$551,809",1980-12-26,2005.0,G-F,6-6,210.0,,,,,,,,,,,,,,,6,-1,14
4051,Chris Duhon,2004,"$385,277","$551,809",1982-08-31,2005.0,G,6-1,185.0,,,,,,,,,,,,,,,5,-1,7
4052,Jared Reiner,2004,"$385,277","$551,809",1982-04-08,2005.0,C,6-11,255.0,,,,,,,,,,,,,,,0,-1,9
4053,Arthur Johnson,2004,"$385,277","$551,809",,,,,,,,,,,,,,,,,,,,-1,-1,-1
4054,Horace Jenkins,2004,"$385,277","$551,809",1974-10-14,2005.0,G,6-1,180.0,,,,,,,,,,,,,,,5,-1,7
4055,Luis Flores,2004,"$385,277","$551,809",1981-04-11,2005.0,G,6-2,200.0,,,,,,,,,,,,,,,5,-1,10
4056,Andre Barrett,2004,"$385,277","$551,809",1982-02-21,2005.0,G,5-10,172.0,,,,,,,,,,,,,,,5,-1,0
4057,John Edwards,2004,"$385,277","$551,809",1981-07-31,2005.0,C,7-0,275.0,,,,,,,,,,,,,,,0,-1,18
4058,Andre Emmett,2004,"$385,277","$551,809",1982-08-27,2005.0,F,6-5,230.0,,,,,,,,,,,,,,,2,-1,13
4059,Antonio Burks,2004,"$385,277","$551,809",1980-02-25,2005.0,G,6-1,200.0,,,,,,,,,,,,,,,5,-1,7
4060,Trevor Ariza,2004,"$385,277","$551,809",1985-06-30,2005.0,F,6-8,215.0,,,,,,,,,,,,,,,2,-1,16
4061,Damien Wilkins,2004,"$385,277","$551,809",1980-01-11,2005.0,F-G,6-6,225.0,,,,,,,,,,,,,,,4,-1,14
4062,Mario Kasun,2004,"$385,277","$551,809",1980-04-05,2005.0,C,7-1,260.0,,,,,,,,,,,,,,,0,-1,19
4063,Jackson Vroman,2004,"$385,277","$551,809",1981-06-06,2005.0,F-C,6-10,220.0,,,,,,,,,,,,,,,3,-1,8
4064,Erik Daniels,2004,"$385,277","$551,809",1982-04-01,2005.0,F,6-8,214.0,,,,,,,,,,,,,,,2,-1,16
4065,Romain Sato,2004,"$385,277","$551,809",,,,,,,,,,,,,,,,,,,,-1,-1,-1
4066,Matt Bonner,2004,"$385,277","$551,809",1980-04-05,2005.0,F,6-10,235.0,,,,,,,,,,,,,,,2,-1,8
4067,Pape Sow,2004,"$385,277","$551,809",1981-11-22,2005.0,F,6-10,250.0,,,,,,,,,,,,,,,2,-1,8
4068,Matt Freije,2004,"$380,579","$545,080",1981-10-02,2005.0,F,6-10,240.0,,,,,,,,,,,,,,,2,-1,8
4069,Corsley Edwards,2004,"$319,498","$457,597",1979-03-05,2005.0,F,6-9,275.0,,,,,,,,,,,,,,,2,-1,17
4070,Tony Bobbitt,2004,"$305,403","$437,410",1979-10-22,2005.0,G,6-4,190.0,,,,,,,,,,,,,,,5,-1,12
4071,Roger Mason,2004,"$203,428","$291,357",1980-09-10,2003.0,G,6-5,200.0,328.0,96.0,23.0,TOT,26.0,3.0,7.7,0.224,26.0,11.0,31.0,19.0,13.0,32.0,5,34,13
4072,Jelani McCoy,2004,"$167,418","$239,782",1977-12-06,1999.0,C,6-10,245.0,12.0,0.0,26.0,CLE,2.0,0.0,-3.8,,0.0,0.0,4.0,0.0,0.0,0.0,0,7,8
4073,Anthony Goldwire,2004,"$116,713","$167,161",1971-09-06,1996.0,G,6-1,182.0,85.0,17.0,32.0,TOT,11.0,0.0,8.8,0.045,11.0,5.0,7.0,1.0,2.0,7.0,5,34,7
4074,Yuta Tabuse,2004,"$108,066","$154,776",1980-10-05,2005.0,G,5-9,165.0,,,,,,,,,,,,,,,5,-1,5
4075,Awvee Storey,2004,"$84,573","$121,128",1977-04-18,2005.0,G-F,6-6,222.0,,,,,,,,,,,,,,,6,-1,14
4076,Tremaine Fowlkes,2004,"$79,029","$113,188",1976-04-11,2002.0,F,6-8,220.0,261.0,44.0,27.0,DET,36.0,0.0,6.5,0.375,14.0,9.0,53.0,13.0,1.0,15.0,2,10,16
4077,Courtney Alexander,2004,"$79,029","$113,188",1977-04-27,2001.0,G,6-5,205.0,,,,,,,,,,,,,,,5,-1,13
4078,Geno Carlisle,2004,"$65,779","$94,211",1976-08-13,2005.0,G,6-3,180.0,,,,,,,,,,,,,,,5,-1,11
4079,Britton Johnsen,2004,"$45,369","$64,979",1979-07-08,2004.0,F,6-10,210.0,290.0,42.0,24.0,ORL,20.0,4.0,2.6,0.271,12.0,7.0,45.0,7.0,1.0,17.0,2,26,8
4080,Anthony Miller,2004,"$34,118","$48,865",1971-10-22,1995.0,F,6-9,225.0,,,,,,,,,,,,,,,2,-1,17
4081,Shaquille O'Neal,2005,"$20,000,000","$27,937,892",1972-03-06,1993.0,C,7-1,325.0,2492.0,1669.0,32.0,MIA,73.0,73.0,27.0,0.699,200.0,36.0,760.0,353.0,0.0,658.0,0,17,19
4082,Allan Houston,2005,"$19,125,000","$26,715,609",1971-04-20,1994.0,G,6-6,200.0,532.0,237.0,33.0,NYK,20.0,11.0,12.5,0.21,42.0,8.0,23.0,36.0,31.0,85.0,5,24,14
4083,Chris Webber,2005,"$19,125,000","$26,715,609",1973-03-01,1994.0,F-C,6-9,245.0,2370.0,1306.0,31.0,TOT,67.0,67.0,18.6,0.178,318.0,94.0,612.0,181.0,15.0,555.0,3,34,17
4084,Michael Finley,2005,"$18,612,500","$25,999,700",1973-03-06,1996.0,G-F,6-7,215.0,2358.0,1003.0,31.0,DAL,64.0,64.0,14.3,0.15,169.0,48.0,262.0,113.0,116.0,387.0,6,8,15
4085,Kevin Garnett,2005,"$18,000,000","$25,144,102",1976-05-19,1996.0,F-C,6-11,240.0,3121.0,1817.0,28.0,MIN,82.0,82.0,28.2,0.404,466.0,121.0,1108.0,445.0,6.0,683.0,3,19,9
4086,Stephon Marbury,2005,"$16,453,125","$22,983,281",1977-02-20,1997.0,G,6-2,180.0,3281.0,1781.0,27.0,NYK,82.0,82.0,21.9,0.42,668.0,122.0,248.0,458.0,115.0,604.0,5,24,10
4087,Allen Iverson,2005,"$16,453,125","$22,983,281",1975-06-07,1997.0,G,6-0,165.0,3174.0,2302.0,29.0,PHI,75.0,75.0,23.2,0.432,596.0,180.0,299.0,656.0,104.0,771.0,5,27,6
4088,Jason Kidd,2005,"$16,440,000","$22,964,947",1973-03-23,1995.0,G,6-4,205.0,2435.0,951.0,31.0,NJN,66.0,65.0,19.5,0.225,545.0,123.0,488.0,142.0,129.0,340.0,5,20,12
4089,Jermaine O'Neal,2005,"$16,440,000","$22,964,947",1978-10-13,1997.0,C-F,6-11,226.0,1530.0,1068.0,26.0,IND,44.0,41.0,22.9,0.458,82.0,25.0,388.0,295.0,1.0,386.0,1,13,9
4090,Brian Grant,2005,"$16,006,220","$22,359,001",1972-03-05,1995.0,F,6-9,254.0,1136.0,263.0,32.0,LAL,69.0,8.0,10.0,0.378,34.0,23.0,257.0,57.0,0.0,103.0,2,15,17
4091,Kobe Bryant,2005,"$15,946,875","$22,276,103",1978-08-23,1997.0,G-F,6-6,212.0,2689.0,1819.0,26.0,LAL,66.0,66.0,23.3,0.502,398.0,86.0,392.0,542.0,131.0,573.0,6,15,14
4092,Tim Duncan,2005,"$15,845,156","$22,134,012",1976-04-25,1998.0,F-C,6-11,250.0,2203.0,1342.0,28.0,SAS,66.0,66.0,27.0,0.437,179.0,45.0,732.0,305.0,3.0,517.0,3,31,9
4093,Anfernee Hardaway,2005,"$15,750,000","$22,001,089",1971-07-18,1994.0,G-F,6-7,195.0,894.0,269.0,33.0,NYK,37.0,0.0,9.0,0.177,74.0,28.0,89.0,34.0,15.0,110.0,6,24,15
4094,Keith Van Horn,2005,"$15,694,250","$21,923,213",1975-10-23,1998.0,F,6-10,220.0,,,,,,,,,,,,,,,2,-1,8
4095,Tracy McGrady,2005,"$15,694,250","$21,923,213",1979-05-24,1998.0,F-G,6-8,210.0,3182.0,2003.0,25.0,HOU,78.0,78.0,22.9,0.336,448.0,135.0,484.0,431.0,142.0,715.0,4,12,16
4096,Grant Hill,2005,"$15,694,250","$21,923,213",1972-10-05,1995.0,F-G,6-8,225.0,2338.0,1317.0,32.0,ORL,67.0,67.0,20.0,0.336,220.0,97.0,318.0,280.0,3.0,517.0,4,26,16
4097,Jalen Rose,2005,"$15,694,250","$21,923,213",1973-01-30,1995.0,G-F,6-8,210.0,2710.0,1495.0,32.0,TOR,81.0,65.0,16.6,0.336,209.0,63.0,276.0,333.0,108.0,527.0,6,33,16
4098,Eddie Jones,2005,"$14,576,250","$20,361,484",1971-10-20,1995.0,G-F,6-6,190.0,2839.0,1018.0,33.0,MIA,80.0,80.0,13.6,0.263,212.0,86.0,405.0,174.0,142.0,351.0,6,17,14
4099,Tim Thomas,2005,"$13,975,000","$19,521,602",1977-02-26,1998.0,F,6-10,230.0,1940.0,851.0,27.0,NYK,71.0,68.0,12.3,0.241,110.0,41.0,237.0,136.0,85.0,315.0,2,24,8
4100,Antonio Davis,2005,"$13,925,000","$19,451,757",1968-10-31,1994.0,F-C,6-9,215.0,1843.0,501.0,36.0,CHI,72.0,62.0,11.1,0.363,80.0,27.0,428.0,115.0,0.0,193.0,3,5,17
4101,Paul Pierce,2005,"$13,843,156","$19,337,429",1977-10-13,1999.0,F-G,6-7,235.0,2960.0,1769.0,27.0,BOS,82.0,82.0,21.8,0.546,348.0,133.0,539.0,549.0,108.0,556.0,4,1,15
4102,Vince Carter,2005,"$13,843,156","$19,337,429",1977-01-26,1999.0,G-F,6-6,220.0,2828.0,1886.0,28.0,TOT,77.0,76.0,22.9,0.299,327.0,109.0,401.0,367.0,127.0,696.0,6,34,14
4103,Dirk Nowitzki,2005,"$13,843,156","$19,337,429",1978-06-19,1999.0,F,7-0,245.0,3020.0,2032.0,26.0,DAL,78.0,78.0,26.1,0.49,240.0,97.0,757.0,615.0,91.0,663.0,2,8,18
4104,Antawn Jamison,2005,"$13,843,156","$19,337,429",1976-06-12,1999.0,F,6-8,223.0,2605.0,1334.0,28.0,WAS,68.0,68.0,16.9,0.249,154.0,55.0,519.0,225.0,71.0,519.0,2,37,16
4105,Baron Davis,2005,"$13,700,000","$19,137,456",1979-04-13,2000.0,G,6-3,209.0,1581.0,885.0,25.0,TOT,46.0,32.0,20.8,0.323,362.0,81.0,175.0,185.0,118.0,291.0,5,34,11
4106,Steve Francis,2005,"$13,700,000","$19,137,456",1977-02-21,2000.0,G,6-3,195.0,2978.0,1663.0,27.0,ORL,78.0,78.0,18.9,0.456,547.0,112.0,450.0,499.0,38.0,563.0,5,26,11
4107,Shawn Marion,2005,"$13,700,000","$19,137,456",1978-05-07,2000.0,F,6-7,220.0,3146.0,1569.0,26.0,PHO,81.0,81.0,21.7,0.213,154.0,163.0,915.0,229.0,114.0,613.0,2,28,15
4108,Ray Allen,2005,"$13,223,140","$18,471,332",1975-07-20,1997.0,G,6-5,205.0,3064.0,1867.0,29.0,SEA,78.0,78.0,20.9,0.286,289.0,84.0,347.0,378.0,209.0,640.0,5,32,13
4109,Elton Brand,2005,"$13,152,000","$18,371,957",1979-03-11,2000.0,F-C,6-8,275.0,3001.0,1622.0,25.0,LAC,81.0,81.0,22.4,0.387,208.0,62.0,770.0,364.0,0.0,629.0,3,14,16
4110,Joe Johnson,2005,"$12,000,000","$16,762,735",1981-06-29,2002.0,G-F,6-7,240.0,3240.0,1400.0,23.0,PHO,82.0,82.0,15.1,0.153,291.0,79.0,422.0,135.0,177.0,544.0,6,28,15
4111,Michael Redd,2005,"$12,000,000","$16,762,735",1979-08-24,2001.0,G,6-6,220.0,2848.0,1723.0,25.0,MIL,75.0,75.0,18.3,0.305,172.0,63.0,312.0,369.0,104.0,625.0,5,18,14
4112,Theo Ratliff,2005,"$11,666,666","$16,297,102",1973-04-17,1996.0,C-F,6-10,225.0,1731.0,304.0,31.0,POR,63.0,45.0,10.1,0.416,34.0,23.0,331.0,74.0,0.0,115.0,1,29,8
4113,Carlos Boozer,2005,"$11,593,816","$16,195,338",1981-11-20,2003.0,F-C,6-9,258.0,1772.0,909.0,23.0,UTA,51.0,51.0,19.2,0.387,144.0,41.0,457.0,187.0,0.0,361.0,3,35,17
4114,Mike Bibby,2005,"$11,500,000","$16,064,287",1978-05-13,1999.0,G,6-1,190.0,3084.0,1571.0,26.0,SAC,80.0,80.0,19.2,0.327,541.0,124.0,332.0,320.0,131.0,560.0,5,30,7
4115,Lamar Odom,2005,"$11,465,333","$16,015,861",1979-11-06,2000.0,F,6-10,220.0,2320.0,975.0,25.0,LAL,64.0,64.0,17.3,0.385,238.0,42.0,653.0,207.0,36.0,366.0,2,15,8
4116,Pau Gasol,2005,"$10,993,000","$15,356,062",1980-07-06,2002.0,C-F,7-0,250.0,1790.0,997.0,24.0,MEM,56.0,53.0,22.5,0.528,135.0,37.0,410.0,282.0,1.0,357.0,1,16,18
4117,Andrei Kirilenko,2005,"$10,983,000","$15,342,093",1981-02-18,2002.0,F,6-9,220.0,1349.0,640.0,23.0,UTA,41.0,37.0,24.4,0.617,132.0,67.0,255.0,203.0,23.0,207.0,2,35,17
4118,Rasheed Wallace,2005,"$10,860,000","$15,170,275",1974-09-17,1996.0,F-C,6-10,225.0,2687.0,1145.0,30.0,DET,79.0,79.0,16.4,0.184,142.0,65.0,644.0,136.0,75.0,467.0,3,10,8
4119,Derek Anderson,2005,"$10,763,000","$15,034,775",1974-07-18,1998.0,G,6-5,194.0,1239.0,432.0,30.0,POR,47.0,32.0,11.7,0.223,143.0,36.0,128.0,70.0,58.0,152.0,5,29,13
4120,Zach Randolph,2005,"$10,666,667","$14,900,209",1981-07-16,2002.0,F-C,6-9,250.0,1603.0,871.0,23.0,POR,46.0,37.0,18.6,0.343,86.0,34.0,442.0,207.0,0.0,332.0,3,29,17
4121,Kenyon Martin,2005,"$10,636,364","$14,857,879",1977-12-30,2001.0,F,6-9,234.0,2272.0,1087.0,27.0,DEN,70.0,67.0,17.5,0.34,170.0,100.0,511.0,199.0,0.0,444.0,2,9,17
4122,Raef LaFrentz,2005,"$10,623,288","$14,839,613",1976-05-29,1999.0,F-C,6-11,240.0,2196.0,884.0,28.0,BOS,80.0,80.0,17.3,0.215,98.0,42.0,553.0,120.0,82.0,341.0,3,1,9
4123,Larry Hughes,2005,"$10,344,900","$14,450,734",1979-01-23,1999.0,G,6-5,184.0,2358.0,1345.0,26.0,WAS,61.0,61.0,21.6,0.417,285.0,176.0,382.0,352.0,59.0,467.0,5,37,13
4124,Gilbert Arenas,2005,"$10,243,200","$14,308,670",1982-01-06,2002.0,G,6-4,191.0,3274.0,2038.0,23.0,WAS,80.0,80.0,21.3,0.42,411.0,139.0,378.0,521.0,205.0,656.0,5,37,12
4125,Richard Jefferson,2005,"$10,200,000","$14,248,324",1980-06-21,2002.0,F,6-7,233.0,1355.0,733.0,24.0,NJN,33.0,33.0,16.6,0.477,133.0,33.0,240.0,227.0,30.0,238.0,2,20,15
4126,Jamal Mashburn,2005,"$10,075,000","$14,073,713",1972-11-29,1994.0,F,6-8,240.0,,,,,,,,,,,,,,,2,-1,16
4127,Wally Szczerbiak,2005,"$10,000,000","$13,968,946",1977-03-05,2000.0,F,6-7,244.0,2558.0,1253.0,27.0,MIN,81.0,37.0,17.1,0.331,191.0,40.0,303.0,260.0,63.0,465.0,2,19,15
4128,Doug Christie,2005,"$9,775,000","$13,654,643",1970-05-09,1993.0,G-F,6-6,200.0,1525.0,345.0,34.0,TOT,52.0,44.0,9.9,0.235,199.0,80.0,177.0,70.0,15.0,130.0,6,34,14
4129,Steve Nash,2005,"$9,625,000","$13,445,110",1974-02-07,1997.0,G,6-3,195.0,2573.0,1165.0,30.0,PHO,75.0,75.0,22.0,0.278,861.0,74.0,249.0,211.0,94.0,430.0,5,28,11
4130,Vin Baker,2005,"$9,183,333","$12,828,148",1971-11-23,1994.0,F,6-11,232.0,204.0,35.0,33.0,TOT,27.0,0.0,1.4,0.405,10.0,2.0,39.0,9.0,0.0,13.0,2,34,9
4131,Marcus Camby,2005,"$9,150,000","$12,781,585",1974-03-22,1997.0,C-F,6-11,220.0,2015.0,683.0,30.0,DEN,66.0,66.0,18.0,0.288,152.0,61.0,661.0,125.0,0.0,279.0,1,9,9
4132,Maurice Taylor,2005,"$9,100,000","$12,711,740",1976-10-30,1998.0,F,6-9,260.0,1336.0,472.0,28.0,TOT,65.0,16.0,9.4,0.231,67.0,27.0,257.0,63.0,3.0,203.0,2,34,17
4133,Tyson Chandler,2005,"$9,000,000","$12,572,051",1982-10-02,2002.0,C,7-0,235.0,2189.0,640.0,22.0,CHI,80.0,10.0,16.4,0.802,65.0,69.0,775.0,226.0,0.0,207.0,0,5,18
4134,Shandon Anderson,2005,"$8,935,000","$12,481,252",1973-12-31,1997.0,F-G,6-6,208.0,1171.0,255.0,31.0,TOT,66.0,5.0,9.0,0.304,70.0,40.0,191.0,54.0,5.0,98.0,4,34,14
4135,Jason Richardson,2005,"$8,888,888","$12,416,839",1981-01-20,2002.0,G,6-6,220.0,2724.0,1559.0,24.0,GSW,72.0,72.0,19.0,0.226,281.0,105.0,424.0,214.0,125.0,610.0,5,11,14
4136,Brad Miller,2005,"$8,750,000","$12,222,827",1976-04-12,1999.0,C,6-11,244.0,2089.0,876.0,28.0,SAC,56.0,56.0,20.7,0.471,220.0,69.0,521.0,233.0,5.0,319.0,0,30,9
4137,Zydrunas Ilgauskas,2005,"$8,740,000","$12,208,858",1975-06-05,1998.0,C,7-3,238.0,2615.0,1320.0,29.0,CLE,78.0,78.0,19.5,0.514,100.0,53.0,672.0,402.0,2.0,458.0,0,7,21
4138,Erick Dampier,2005,"$8,662,500","$12,100,599",1975-07-14,1997.0,C,6-11,265.0,1609.0,542.0,29.0,DAL,59.0,56.0,15.2,0.621,51.0,15.0,501.0,138.0,0.0,202.0,0,8,9
4139,Kelvin Cato,2005,"$8,640,000","$12,069,169",1974-08-26,1998.0,C,6-11,255.0,1525.0,432.0,30.0,ORL,62.0,50.0,14.9,0.481,40.0,55.0,416.0,112.0,0.0,160.0,0,26,9
4140,Richard Hamilton,2005,"$8,625,000","$12,048,215",1978-02-14,2000.0,G-F,6-6,185.0,2926.0,1424.0,26.0,DET,76.0,76.0,16.0,0.37,372.0,77.0,295.0,368.0,36.0,510.0,6,10,14
4141,Rashard Lewis,2005,"$8,571,429","$11,973,382",1979-08-08,1999.0,F,6-10,215.0,2697.0,1457.0,25.0,SEA,71.0,71.0,19.4,0.246,94.0,75.0,388.0,220.0,173.0,532.0,2,32,8
4142,Jamaal Magloire,2005,"$8,533,333","$11,920,166",1978-05-21,2001.0,C,6-11,259.0,703.0,270.0,26.0,NOH,23.0,22.0,12.9,0.542,29.0,8.0,205.0,74.0,0.0,98.0,0,21,9
4143,Aaron McKie,2005,"$8,500,000","$11,873,603",1972-10-02,1995.0,G,6-5,209.0,1118.0,152.0,32.0,PHI,68.0,3.0,8.4,0.113,103.0,48.0,172.0,10.0,20.0,61.0,5,27,13
